Año,Mes,Nacionalidad,Femenino,Masculino,Indefinido,Total,Nueva columna georreferenciada
2012,Enero,Francia,6,12,,18,POINT (863337 -7735002)
2012,Enero,Gabón,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Georgia,1,0,,1,POINT (4697157 -74140516)
2012,Enero,Ghana,0,1,,1,POINT (11360029 -72129595)
2012,Enero,Ghana,0,2,,2,POINT (4697157 -74140516)
2012,Enero,Ghana,0,2,,2,POINT (7927233 -72508188)
2012,Enero,Granada,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Grecia,2,3,,5,POINT (-4191162 -69941498)
2012,Enero,Grecia,0,1,,1,POINT (0.81488 -77356)
2012,Enero,Grecia,0,1,,1,POINT (10406342 -75527794)
2012,Enero,Grecia,0,2,,2,POINT (10446304 -75516486)
2012,Enero,Grecia,0,1,,1,POINT (10886686 -74776479)
2012,Enero,Grecia,0,2,,2,POINT (3451668 -76532004)
2012,Enero,Grecia,10,76,,86,POINT (4697157 -74140516)
2012,Enero,Grecia,0,4,,4,POINT (6170465 -7542726)
2012,Enero,Grecia,1,1,,2,POINT (7819 -72453013)
2012,Enero,Grecia,0,1,,1,POINT (7927233 -72508188)
2012,Enero,Grecia,0,5,,5,POINT (9402597 -75681642)
2012,Enero,Guatemala,0,1,,1,POINT (0.81488 -77356)
2012,Enero,Guatemala,8,15,,23,POINT (10446304 -75516486)
2012,Enero,Guatemala,13,7,,20,POINT (10886686 -74776479)
2012,Enero,Guatemala,0,1,,1,POINT (11360029 -72129595)
2012,Enero,Guatemala,4,5,,9,POINT (125862 -81702165)
2012,Enero,Guatemala,7,35,,42,POINT (3451668 -76532004)
2012,Enero,Guatemala,142,261,,403,POINT (4697157 -74140516)
2012,Enero,Guatemala,2,4,,6,POINT (4815189 -75736374)
2012,Enero,Guatemala,27,62,,89,POINT (6170465 -7542726)
2012,Enero,Guatemala,2,2,,4,POINT (7128047 -73181317)
2012,Enero,Guatemala,2,7,,9,POINT (7819 -72453013)
2012,Enero,Guatemala,1,5,,6,POINT (7927233 -72508188)
2012,Enero,Guatemala,1,0,,1,POINT (863337 -7735002)
2012,Enero,Guyana,1,0,,1,POINT (10446304 -75516486)
2012,Enero,Guyana,2,2,,4,POINT (4697157 -74140516)
2012,Enero,Guinea,1,0,,1,POINT (3451668 -76532004)
2012,Enero,Guinea Ecuatorial,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Guayana Francesa/Departamento de Ultramar Francés,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Haití,2,1,,3,POINT (10446304 -75516486)
2012,Enero,Haití,5,16,,21,POINT (4697157 -74140516)
2012,Enero,Haití,0,7,,7,POINT (6170465 -7542726)
2012,Enero,Honduras,1,0,,1,POINT (0.81488 -77356)
2012,Enero,Honduras,0,1,,1,POINT (10406342 -75527794)
2012,Enero,Honduras,1,14,,15,POINT (10446304 -75516486)
2012,Enero,Honduras,4,8,,12,POINT (10886686 -74776479)
2012,Enero,Honduras,0,10,,10,POINT (125744111 -81703935)
2012,Enero,Honduras,9,11,,20,POINT (3451668 -76532004)
2012,Enero,Honduras,1,0,,1,POINT (445285 -75766353)
2012,Enero,Honduras,96,141,,237,POINT (4697157 -74140516)
2012,Enero,Honduras,0,1,,1,POINT (4815189 -75736374)
2012,Enero,Honduras,14,27,,41,POINT (6170465 -7542726)
2012,Enero,Honduras,0,3,,3,POINT (7128047 -73181317)
2012,Enero,Honduras,1,2,,3,POINT (7819 -72453013)
2012,Enero,Honduras,0,1,,1,POINT (7927233 -72508188)
2012,Enero,Hungría,0,2,,2,POINT (0.81488 -77356)
2012,Enero,Hungría,2,1,,3,POINT (10446304 -75516486)
2012,Enero,Hungría,0,2,,2,POINT (11247723 -74213989)
2012,Enero,Hungría,0,1,,1,POINT (125862 -81702165)
2012,Enero,Hungría,1,1,,2,POINT (3451668 -76532004)
2012,Enero,Hungría,39,50,,89,POINT (4697157 -74140516)
2012,Enero,Hungría,0,1,,1,POINT (6170465 -7542726)
2012,Enero,Hungría,0,1,,1,POINT (7819 -72453013)
2012,Enero,Hungría,1,0,,1,POINT (863337 -7735002)
2012,Enero,India,8,1,,9,POINT (0.81488 -77356)
2012,Enero,India,0,1,,1,POINT (10406342 -75527794)
2012,Enero,India,2,3,,5,POINT (10446304 -75516486)
2012,Enero,India,0,3,,3,POINT (10886686 -74776479)
2012,Enero,India,0,1,,1,POINT (11247723 -74213989)
2012,Enero,India,0,1,,1,POINT (125862 -81702165)
2012,Enero,India,2,13,,15,POINT (3451668 -76532004)
2012,Enero,India,0,5,,5,POINT (3884426 -77061029)
2012,Enero,India,26,187,,213,POINT (4697157 -74140516)
2012,Enero,India,0,1,,1,POINT (4815189 -75736374)
2012,Enero,India,3,23,,26,POINT (6170465 -7542726)
2012,Enero,Indonesia,0,2,,2,POINT (10406342 -75527794)
2012,Enero,Indonesia,0,1,,1,POINT (10446304 -75516486)
2012,Enero,Indonesia,17,13,,30,POINT (4697157 -74140516)
2012,Enero,Irán,3,13,,16,POINT (4697157 -74140516)
2012,Enero,Irán,0,1,,1,POINT (7819 -72453013)
2012,Enero,República de Irlanda,2,4,,6,POINT (-4191162 -69941498)
2012,Enero,República de Irlanda,9,20,,29,POINT (0.81488 -77356)
2012,Enero,República de Irlanda,1,7,,8,POINT (10446304 -75516486)
2012,Enero,República de Irlanda,0,3,,3,POINT (11360029 -72129595)
2012,Enero,República de Irlanda,0,3,,3,POINT (3451668 -76532004)
2012,Enero,República de Irlanda,0,1,,1,POINT (3884426 -77061029)
2012,Enero,República de Irlanda,44,100,,144,POINT (4697157 -74140516)
2012,Enero,República de Irlanda,6,17,,23,POINT (6170465 -7542726)
2012,Enero,República de Irlanda,0,2,,2,POINT (7819 -72453013)
2012,Enero,República de Irlanda,1,5,,6,POINT (863337 -7735002)
2012,Enero,Islandia,0,1,,1,POINT (0.81488 -77356)
2012,Enero,Islandia,0,1,,1,POINT (3451668 -76532004)
2012,Enero,Islandia,9,4,,13,POINT (4697157 -74140516)
2012,Enero,Isla de Man,21,45,,66,POINT (0.81488 -77356)
2012,Enero,Isla de Man,1,6,,7,POINT (10446304 -75516486)
2012,Enero,Isla de Man,6,11,,17,POINT (10886686 -74776479)
2012,Enero,Isla de Man,1,0,,1,POINT (11360029 -72129595)
2012,Enero,Isla de Man,12,13,,25,POINT (3451668 -76532004)
2012,Enero,Isla de Man,40,111,,151,POINT (4697157 -74140516)
2012,Enero,Isla de Man,6,15,,21,POINT (6170465 -7542726)
2012,Enero,Isla de Man,0,2,,2,POINT (7819 -72453013)
2012,Enero,Isla de Man,1,3,,4,POINT (7927233 -72508188)
2012,Enero,Isla Johnston,0,1,,1,POINT (10886686 -74776479)
2012,Enero,Isla Johnston,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Israel,17,11,,28,POINT (-4191162 -69941498)
2012,Enero,Israel,6,11,,17,POINT (0.81488 -77356)
2012,Enero,Israel,1,21,,22,POINT (10446304 -75516486)
2012,Enero,Israel,0,5,,5,POINT (10886686 -74776479)
2012,Enero,Israel,0,3,,3,POINT (125862 -81702165)
2012,Enero,Israel,4,8,,12,POINT (3451668 -76532004)
2012,Enero,Israel,69,371,,440,POINT (4697157 -74140516)
2012,Enero,Israel,2,29,,31,POINT (6170465 -7542726)
2012,Enero,Islas Aland/Provincia de Finlandia,1,0,,1,POINT (4697157 -74140516)
2012,Enero,Isla Wake,0,1,,1,POINT (3451668 -76532004)
2012,Enero,Italia,1,5,,6,POINT (-4191162 -69941498)
2012,Enero,Italia,1,1,,2,POINT (0.33002 -76876446)
2012,Enero,Italia,11,32,,43,POINT (0.81488 -77356)
2012,Enero,Italia,6,20,,26,POINT (10406342 -75527794)
2012,Enero,Italia,27,96,,123,POINT (10446304 -75516486)
2012,Enero,Italia,0,14,,14,POINT (10886686 -74776479)
2012,Enero,Italia,1,3,,4,POINT (11247723 -74213989)
2012,Enero,Italia,5,19,,24,POINT (11360029 -72129595)
2012,Enero,Italia,8,16,,24,POINT (125862 -81702165)
2012,Enero,Italia,26,89,,115,POINT (3451668 -76532004)
2012,Enero,Italia,598,1976,,2574,POINT (4697157 -74140516)
2012,Enero,Italia,0,4,,4,POINT (4815189 -75736374)
2012,Enero,Italia,32,102,,134,POINT (6170465 -7542726)
2012,Enero,Italia,0,1,,1,POINT (7088729 -70740253)
2012,Enero,Italia,1,3,,4,POINT (7128047 -73181317)
2012,Enero,Italia,6,31,,37,POINT (7819 -72453013)
2012,Enero,Italia,1,14,,15,POINT (7927233 -72508188)
2012,Enero,Italia,2,5,,7,POINT (863337 -7735002)
2012,Enero,Islas del Canal,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Jamaica,3,1,,4,POINT (10446304 -75516486)
2012,Enero,Jamaica,1,1,,2,POINT (10886686 -74776479)
2012,Enero,Jamaica,0,1,,1,POINT (125862 -81702165)
2012,Enero,Jamaica,2,2,,4,POINT (3451668 -76532004)
2012,Enero,Jamaica,15,16,,31,POINT (4697157 -74140516)
2012,Enero,Jamaica,1,2,,3,POINT (6170465 -7542726)
2012,Enero,Jamaica,0,1,,1,POINT (7819 -72453013)
2012,Enero,Islas Marianas del Norte,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Japón,0,2,,2,POINT (-4191162 -69941498)
2012,Enero,Japón,3,7,,10,POINT (0.81488 -77356)
2012,Enero,Japón,1,2,,3,POINT (10406342 -75527794)
2012,Enero,Japón,1,7,,8,POINT (10446304 -75516486)
2012,Enero,Japón,6,10,,16,POINT (3451668 -76532004)
2012,Enero,Japón,133,426,,559,POINT (4697157 -74140516)
2012,Enero,Japón,3,26,,29,POINT (6170465 -7542726)
2012,Enero,Japón,3,9,,12,POINT (7819 -72453013)
2012,Enero,Japón,0,1,,1,POINT (7927233 -72508188)
2012,Enero,Japón,0,3,,3,POINT (863337 -7735002)
2012,Enero,Jordania,0,1,,1,POINT (0.81488 -77356)
2012,Enero,Jordania,1,0,,1,POINT (4697157 -74140516)
2012,Enero,Kazajistán,1,1,,2,POINT (4697157 -74140516)
2012,Enero,Kenia,0,1,,1,POINT (0.81488 -77356)
2012,Enero,Kenia,7,13,,20,POINT (4697157 -74140516)
2012,Enero,Kuwait,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Letonia,2,0,,2,POINT (0.81488 -77356)
2012,Enero,Letonia,10,8,,18,POINT (4697157 -74140516)
2012,Enero,Lituania,1,0,,1,POINT (10446304 -75516486)
2012,Enero,Lituania,1,0,,1,POINT (11360029 -72129595)
2012,Enero,Lituania,2,1,,3,POINT (3451668 -76532004)
2012,Enero,Lituania,3,7,,10,POINT (4697157 -74140516)
2012,Enero,Líbano,1,0,,1,POINT (10446304 -75516486)
2012,Enero,Líbano,3,7,,10,POINT (10886686 -74776479)
2012,Enero,Líbano,1,5,,6,POINT (11360029 -72129595)
2012,Enero,Líbano,0,1,,1,POINT (3451668 -76532004)
2012,Enero,Líbano,9,26,,35,POINT (4697157 -74140516)
2012,Enero,Libia,0,1,,1,POINT (6170465 -7542726)
2012,Enero,Liechtenstein,0,1,,1,POINT (0.81488 -77356)
2012,Enero,Liechtenstein,0,1,,1,POINT (3451668 -76532004)
2012,Enero,Liechtenstein,1,2,,3,POINT (4697157 -74140516)
2012,Enero,Luxemburgo,1,9,,10,POINT (4697157 -74140516)
2012,Enero,Macedonia,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Malasia,3,2,,5,POINT (10446304 -75516486)
2012,Enero,Malasia,0,1,,1,POINT (3451668 -76532004)
2012,Enero,Malasia,9,13,,22,POINT (4697157 -74140516)
2012,Enero,Malasia,1,1,,2,POINT (6170465 -7542726)
2012,Enero,Malta,2,0,,2,POINT (0.81488 -77356)
2012,Enero,Malta,0,3,,3,POINT (6170465 -7542726)
2012,Enero,Marruecos,2,6,,8,POINT (4697157 -74140516)
2012,Enero,Mauricio,1,2,,3,POINT (4697157 -74140516)
2012,Enero,México,0,1,,1,POINT (-4191162 -69941498)
2012,Enero,México,14,16,,30,POINT (0.81488 -77356)
2012,Enero,México,9,11,,20,POINT (10406342 -75527794)
2012,Enero,México,55,95,,150,POINT (10446304 -75516486)
2012,Enero,México,19,32,,51,POINT (10886686 -74776479)
2012,Enero,México,3,6,,9,POINT (11360029 -72129595)
2012,Enero,México,0,4,,4,POINT (125744111 -81703935)
2012,Enero,México,0,2,,2,POINT (125862 -81702165)
2012,Enero,México,42,105,,147,POINT (3451668 -76532004)
2012,Enero,México,1699,3555,,5254,POINT (4697157 -74140516)
2012,Enero,México,2,17,,19,POINT (4815189 -75736374)
2012,Enero,México,84,272,,356,POINT (6170465 -7542726)
2012,Enero,México,0,1,,1,POINT (6185536 -67484028)
2012,Enero,México,2,2,,4,POINT (7128047 -73181317)
2012,Enero,México,25,56,,81,POINT (7819 -72453013)
2012,Enero,México,3,20,,23,POINT (7927233 -72508188)
2012,Enero,México,2,2,,4,POINT (863337 -7735002)
2012,Enero,República de Moldavia,1,0,,1,POINT (10446304 -75516486)
2012,Enero,República de Moldavia,2,0,,2,POINT (4697157 -74140516)
2012,Enero,Mónaco,1,0,,1,POINT (0.81488 -77356)
2012,Enero,Mónaco,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Myanmar,1,0,,1,POINT (4697157 -74140516)
2012,Enero,Namibia,0,1,,1,POINT (4697157 -74140516)
2012,Enero,Nepal,0,1,,1,POINT (10446304 -75516486)
2012,Enero,Nepal,0,3,,3,POINT (4697157 -74140516)
2012,Enero,Nicaragua,2,2,,4,POINT (10446304 -75516486)
2012,Enero,Nicaragua,0,2,,2,POINT (10886686 -74776479)
2012,Enero,Nicaragua,0,2,,2,POINT (125744111 -81703935)
2012,Enero,Nicaragua,1,1,,2,POINT (125862 -81702165)
2012,Enero,Nicaragua,10,4,,14,POINT (3451668 -76532004)
2012,Enero,Nicaragua,42,55,,97,POINT (4697157 -74140516)
2012,Enero,Nicaragua,0,1,,1,POINT (4815189 -75736374)
2012,Enero,Nicaragua,4,7,,11,POINT (6170465 -7542726)
2012,Enero,Nicaragua,0,1,,1,POINT (7128047 -73181317)
2012,Enero,Nigeria,0,1,,1,POINT (10446304 -75516486)
2012,Enero,Nigeria,0,2,,2,POINT (3451668 -76532004)
2012,Enero,Nigeria,2,10,,12,POINT (4697157 -74140516)
2012,Enero,Nigeria,0,2,,2,POINT (6170465 -7542726)
2012,Enero,Noruega,1,0,,1,POINT (-4191162 -69941498)
2012,Enero,Noruega,3,2,,5,POINT (0.81488 -77356)
2012,Enero,Noruega,1,2,,3,POINT (10406342 -75527794)
2012,Enero,Noruega,4,11,,15,POINT (10446304 -75516486)
2012,Enero,Noruega,0,4,,4,POINT (10886686 -74776479)
2012,Enero,Noruega,5,4,,9,POINT (11247723 -74213989)
2012,Enero,Noruega,1,2,,3,POINT (11360029 -72129595)
2012,Enero,Noruega,7,6,,13,POINT (3451668 -76532004)
2012,Enero,Noruega,59,138,,197,POINT (4697157 -74140516)
2012,Enero,Noruega,4,8,,12,POINT (6170465 -7542726)
2012,Enero,Noruega,1,0,,1,POINT (7128047 -73181317)
2012,Enero,Noruega,1,2,,3,POINT (7819 -72453013)
2012,Enero,Noruega,2,3,,5,POINT (863337 -7735002)
2012,Enero,Nueva Zelanda,1,2,,3,POINT (-4191162 -69941498)
2012,Enero,Nueva Zelanda,4,6,,10,POINT (0.81488 -77356)
2012,Enero,Nueva Zelanda,4,9,,13,POINT (10446304 -75516486)
2012,Enero,Nueva Zelanda,0,1,,1,POINT (10886686 -74776479)
2012,Enero,Nueva Zelanda,3,1,,4,POINT (3451668 -76532004)
2012,Enero,Nueva Zelanda,24,40,,64,POINT (4697157 -74140516)
2012,Enero,Nueva Zelanda,0,1,,1,POINT (4815189 -75736374)
2012,Enero,Nueva Zelanda,4,9,,13,POINT (6170465 -7542726)
2012,Enero,Nueva Zelanda,0,1,,1,POINT (7819 -72453013)
2012,Enero,Nueva Zelanda,0,1,,1,POINT (863337 -7735002)
2012,Enero,Nueva Zelanda,4,8,,12,POINT (10406342 -75527794)
2012,Enero,Nueva Zelanda,1,0,,1,POINT (10446304 -75516486)
2012,Enero,Nueva Zelanda,0,4,,4,POINT (4697157 -74140516)
2012,Enero,Nueva Zelanda,2,3,,5,POINT (863337 -7735002)
2012,Enero,Países Bajos,23,29,,52,POINT (0.81488 -77356)
2012,Enero,Países Bajos,2,14,,16,POINT (10446304 -75516486)
2012,Enero,Países Bajos,1,7,,8,POINT (10886686 -74776479)
2012,Enero,Países Bajos,1,7,,8,POINT (11360029 -72129595)
2012,Enero,Países Bajos,14,28,,42,POINT (1152863 -72919186)
2012,Enero,Países Bajos,7,14,,21,POINT (3451668 -76532004)
2012,Enero,Países Bajos,122,198,,320,POINT (4697157 -74140516)
2012,Enero,Países Bajos,150,173,,323,POINT (6170465 -7542726)
2012,Enero,Países Bajos,0,1,,1,POINT (7927233 -72508188)
2012,Enero,Pakistán,1,0,,1,POINT (10446304 -75516486)
2012,Enero,Pakistán,0,1,,1,POINT (3451668 -76532004)
2012,Enero,Pakistán,0,17,,17,POINT (4697157 -74140516)
2012,Enero,Pakistán,0,1,,1,POINT (6170465 -7542726)
2012,Enero,Panamá,0,2,,2,POINT (0.81488 -77356)
2012,Enero,Panamá,0,3,,3,POINT (10406342 -75527794)
2012,Enero,Panamá,106,149,,255,POINT (10446304 -75516486)
2012,Enero,Panamá,61,93,,154,POINT (10886686 -74776479)
2012,Enero,Panamá,0,1,,1,POINT (10970933 -74765343)
2012,Enero,Panamá,1,3,,4,POINT (11360029 -72129595)
2012,Enero,Panamá,0,4,,4,POINT (125744111 -81703935)
2012,Enero,Panamá,43,37,,80,POINT (125862 -81702165)
2012,Enero,Panamá,85,118,,203,POINT (3451668 -76532004)
2012,Enero,Panamá,0,1,,1,POINT (445285 -75766353)
2012,Enero,Panamá,469,681,,1150,POINT (4697157 -74140516)
2012,Enero,Panamá,49,76,,125,POINT (4815189 -75736374)
2012,Enero,Panamá,127,224,,351,POINT (6170465 -7542726)
2012,Enero,Panamá,2,1,,3,POINT (6222552 -77401154)
2012,Enero,Panamá,10,5,,15,POINT (7128047 -73181317)
2012,Enero,Panamá,5,15,,20,POINT (7819 -72453013)
2012,Enero,Panamá,6,10,,16,POINT (7927233 -72508188)
2012,Enero,Panamá,6,7,,13,POINT (863337 -7735002)
2012,Enero,Paraguay,2,2,,4,POINT (0.81488 -77356)
2012,Enero,Paraguay,4,9,,13,POINT (10446304 -75516486)
2012,Enero,Paraguay,1,0,,1,POINT (11360029 -72129595)
2012,Enero,Paraguay,15,5,,20,POINT (125862 -81702165)
2012,Enero,Paraguay,8,5,,13,POINT (3451668 -76532004)
2012,Enero,Paraguay,81,100,,181,POINT (4697157 -74140516)
2012,Enero,Paraguay,0,4,,4,POINT (6170465 -7542726)
2012,Enero,Paraguay,0,2,,2,POINT (7819 -72453013)
2012,Enero,Perú,28,21,,49,POINT (-4191162 -69941498)
2012,Enero,Perú,0,2,,2,POINT (0.33002 -76876446)
2012,Enero,Perú,288,499,,787,POINT (0.81488 -77356)
2012,Enero,Perú,0,2,,2,POINT (1800143 -78802679)
2012,Enero,Perú,17,24,,41,POINT (10406342 -75527794)
2012,Enero,Perú,120,108,,228,POINT (10446304 -75516486)
2012,Enero,Perú,13,18,,31,POINT (10886686 -74776479)
2012,Enero,Perú,2,12,,14,POINT (11360029 -72129595)
2012,Enero,Perú,149,123,,272,POINT (125862 -81702165)
2012,Enero,Perú,83,124,,207,POINT (3451668 -76532004)
2012,Enero,Perú,1672,2545,,4217,POINT (4697157 -74140516)
2012,Enero,Perú,4,4,,8,POINT (4815189 -75736374)
2012,Enero,Perú,182,358,,540,POINT (6170465 -7542726)
2012,Enero,Perú,0,1,,1,POINT (7088729 -70740253)
2012,Enero,Perú,1,4,,5,POINT (7128047 -73181317)
2012,Enero,Perú,66,108,,174,POINT (7819 -72453013)
2012,Enero,Perú,2,1,,3,POINT (7927233 -72508188)
2012,Enero,Palestina,1,0,,1,POINT (0.81488 -77356)
2012,Enero,Palestina,1,3,,4,POINT (4697157 -74140516)
2012,Enero,Polonia,0,4,,4,POINT (-4191162 -69941498)
2012,Enero,Polonia,2,7,,9,POINT (0.81488 -77356)
2012,Enero,Polonia,2,7,,9,POINT (10406342 -75527794)
2012,Enero,Polonia,8,12,,20,POINT (10446304 -75516486)
2012,Enero,Polonia,1,2,,3,POINT (10886686 -74776479)
2012,Enero,Polonia,0,2,,2,POINT (10970933 -74765343)
2012,Enero,Polonia,0,1,,1,POINT (11247723 -74213989)
2012,Enero,Polonia,0,2,,2,POINT (11360029 -72129595)
2012,Enero,Polonia,4,3,,7,POINT (3451668 -76532004)
2012,Enero,Polonia,86,123,,209,POINT (4697157 -74140516)
2012,Enero,Polonia,0,1,,1,POINT (4815189 -75736374)
2012,Enero,Polonia,2,2,,4,POINT (6170465 -7542726)
2012,Enero,Polonia,3,1,,4,POINT (7819 -72453013)
2012,Enero,Polonia,2,0,,2,POINT (863337 -7735002)
2012,Enero,Portugal,1,3,,4,POINT (0.81488 -77356)
2012,Enero,Portugal,1,4,,5,POINT (10406342 -75527794)
2012,Enero,Portugal,1,1,,2,POINT (10446304 -75516486)
2012,Enero,Portugal,4,7,,11,POINT (11360029 -72129595)
2012,Enero,Portugal,0,1,,1,POINT (125862 -81702165)
2012,Enero,Portugal,0,8,,8,POINT (3451668 -76532004)
2012,Enero,Portugal,82,241,,323,POINT (4697157 -74140516)
2012,Enero,Portugal,5,23,,28,POINT (6170465 -7542726)
2012,Enero,Portugal,2,6,,8,POINT (7819 -72453013)
2012,Enero,Portugal,0,1,,1,POINT (863337 -7735002)
2012,Enero,Puerto Rico/Territorio de Estados Unidos,0,1,,1,POINT (10446304 -75516486)
2012,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,4,9,,13,POINT (-4191162 -69941498)
2012,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,1,19,,20,POINT (0.81488 -77356)
2012,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,25,35,,60,POINT (10446304 -75516486)
2012,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,0,1,,1,POINT (10886686 -74776479)
2012,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,2,6,,8,POINT (11360029 -72129595)
2012,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,1,1,,2,POINT (1152863 -72919186)
2012,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,6,20,,26,POINT (3451668 -76532004)
2012,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,182,432,,614,POINT (4697157 -74140516)
2012,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,9,20,,29,POINT (6170465 -7542726)
2012,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,1,7,,8,POINT (7819 -72453013)
2012,Enero,Reino Unido de Gran Bretaña e Irlanda del Norte,1,2,,3,POINT (863337 -7735002)
2012,Enero,República de Belarús,4,3,,7,POINT (4697157 -74140516)
2012,Enero,República Dominicana,0,4,,4,POINT (0.81488 -77356)
2012,Enero,República Dominicana,0,7,,7,POINT (10406342 -75527794)
2012,Enero,República Dominicana,13,45,,58,POINT (10446304 -75516486)
2012,Enero,República Dominicana,5,39,,44,POINT (10886686 -74776479)
2012,Enero,República Dominicana,1,5,,6,POINT (11360029 -72129595)
2012,Enero,República Dominicana,23,17,,40,POINT (3451668 -76532004)
2012,Enero,República Dominicana,0,1,,1,POINT (445285 -75766353)
2012,Enero,República Dominicana,154,234,,388,POINT (4697157 -74140516)
2012,Enero,República Dominicana,2,2,,4,POINT (4815189 -75736374)
2012,Enero,República Dominicana,30,49,,79,POINT (6170465 -7542726)
2012,Enero,República Dominicana,0,1,,1,POINT (7088729 -70740253)
2012,Enero,República Dominicana,5,5,,10,POINT (7128047 -73181317)
2012,Enero,República Dominicana,0,4,,4,POINT (7819 -72453013)
2012,Enero,República Dominicana,4,17,,21,POINT (7927233 -72508188)
2012,Enero,República Checa,0,1,,1,POINT (10406342 -75527794)
2012,Enero,República Checa,6,7,,13,POINT (4697157 -74140516)
2012,Enero,República Checa,0,1,,1,POINT (6222552 -77401154)
2012,Enero,República Checa,1,0,,1,POINT (7819 -72453013)
2012,Enero,República Democrática Popular de Corea,1,1,,2,POINT (4697157 -74140516)
2012,Enero,Rumania,0,2,,2,POINT (0.81488 -77356)
2012,Enero,Rumania,0,2,,2,POINT (10406342 -75527794)
2012,Enero,Rumania,2,5,,7,POINT (10446304 -75516486)
2012,Enero,Rumania,0,1,,1,POINT (11360029 -72129595)
2012,Enero,Rumania,4,1,,5,POINT (3451668 -76532004)
2012,Enero,Rumania,25,49,,74,POINT (4697157 -74140516)
2012,Enero,Rumania,0,1,,1,POINT (4815189 -75736374)
2012,Enero,Rumania,0,2,,2,POINT (6170465 -7542726)
2012,Enero,Rumania,0,2,,2,POINT (863337 -7735002)
2012,Enero,Federación de Rusia,2,11,,13,POINT (0.81488 -77356)
2012,Enero,Federación de Rusia,5,6,,11,POINT (10446304 -75516486)
2012,Enero,Federación de Rusia,1,1,,2,POINT (11360029 -72129595)
2012,Enero,Federación de Rusia,5,6,,11,POINT (3451668 -76532004)
2012,Enero,Federación de Rusia,0,2,,2,POINT (3884426 -77061029)
2012,Enero,Federación de Rusia,112,135,,247,POINT (4697157 -74140516)
2012,Enero,Federación de Rusia,1,0,,1,POINT (4815189 -75736374)
2012,Enero,Federación de Rusia,2,4,,6,POINT (6170465 -7542726)
2012,Enero,Federación de Rusia,1,0,,1,POINT (7128047 -73181317)
2012,Enero,Rwanda,1,1,,2,POINT (4697157 -74140516)
2012,Enero,San Marino,0,1,,1,POINT (-4191162 -69941498)
2012,Enero,San Marino,0,2,,2,POINT (4697157 -74140516)
2012,Enero,San  Vicente y las Granadinas,0,1,,1,POINT (10446304 -75516486)
2012,Enero,San  Vicente y las Granadinas,0,1,,1,POINT (125862 -81702165)
2012,Enero,Santa Lucia,1,0,,1,POINT (10446304 -75516486)
2012,Enero,Santa Lucia,0,2,,2,POINT (4697157 -74140516)
